,fname,label,manually_verified
6577,b3d61327.wav,Drawer_open_or_close,1
6583,b3fd8174.wav,Fireworks,0
6588,b41a30cc.wav,Applause,0
6589,b41d03ad.wav,Bark,0
6614,b4c891db.wav,Meow,0
6619,b4d78817.wav,Cowbell,0
6622,b4e50c7d.wav,Cowbell,0
6624,b4f5c1e2.wav,Fireworks,1
6627,b50ab416.wav,Tearing,0
6634,b51d6534.wav,Drawer_open_or_close,1
6635,b5297ed1.wav,Keys_jangling,0
6638,b53cd227.wav,Laughter,0
6639,b53e4764.wav,Tearing,0
6640,b54cc509.wav,Meow,0
6642,b55f29ee.wav,Laughter,1
6647,b58b18ec.wav,Laughter,1
6653,b5ba6c8a.wav,Laughter,0
6661,b5ebeb4e.wav,Keys_jangling,0
6664,b60c374b.wav,Fireworks,0
6667,b618eabc.wav,Drawer_open_or_close,1
6670,b62eb3aa.wav,Fireworks,0
6673,b6383321.wav,Bark,0
6678,b64682d6.wav,Tearing,0
6679,b64ba33d.wav,Applause,0
6680,b6533967.wav,Fireworks,0
6696,b6bb0f17.wav,Laughter,0
6702,b6f5bb24.wav,Bark,0
6706,b71198f4.wav,Applause,0
6708,b7169927.wav,Bark,0
6710,b7232407.wav,Cowbell,1
6715,b7304231.wav,Drawer_open_or_close,0
6718,b74807d2.wav,Keys_jangling,1
6721,b75985cd.wav,Fireworks,0
6730,b7934365.wav,Laughter,1
6744,b7f2e8ad.wav,Bark,0
6747,b7fbbe04.wav,Bark,0
6748,b7fe0cfc.wav,Applause,0
6749,b808471e.wav,Bark,0
6751,b816a73f.wav,Applause,0
6753,b81c523c.wav,Drawer_open_or_close,1
6757,b82d20c4.wav,Drawer_open_or_close,1
6761,b844c8dd.wav,Cowbell,1
6764,b85855ed.wav,Cowbell,0
6778,b8b93d01.wav,Tearing,0
6781,b8c1d961.wav,Tearing,1
6784,b8f01d33.wav,Drawer_open_or_close,0
6786,b90c2e7a.wav,Laughter,0
6789,b91f95e0.wav,Tearing,0
6796,b9445a60.wav,Cowbell,1
6799,b95b6552.wav,Applause,0
6813,b9f4ace3.wav,Laughter,0
6815,ba1126dc.wav,Laughter,0
6816,ba1506ca.wav,Keys_jangling,0
6822,ba304821.wav,Fireworks,0
6823,ba58e2eb.wav,Laughter,0
6832,ba740bb0.wav,Laughter,1
6835,ba8cd72b.wav,Tearing,1
6837,ba8f60bb.wav,Fireworks,0
6843,baa5d160.wav,Tearing,0
6848,bac94c1b.wav,Applause,0
6851,bae1ab29.wav,Tearing,0
6859,bb170558.wav,Applause,1
6860,bb1997bb.wav,Tearing,0
6861,bb1e58c6.wav,Bark,1
6867,bb36a316.wav,Fireworks,1
6868,bb3ba367.wav,Applause,0
6880,bb5e623d.wav,Meow,1
6883,bb6bfbd7.wav,Applause,0
6887,bb8a8a57.wav,Fireworks,0
6893,bbb2eb98.wav,Applause,0
6902,bc121fd4.wav,Keys_jangling,1
6904,bc192c1b.wav,Applause,0
6905,bc1d077b.wav,Drawer_open_or_close,0
6907,bc32a4ed.wav,Drawer_open_or_close,0
6910,bc407917.wav,Applause,0
6915,bc77e442.wav,Drawer_open_or_close,1
6918,bc9449d2.wav,Bark,1
6926,bcf58bc2.wav,Tearing,0
6927,bd0ccf17.wav,Laughter,0
6931,bd251008.wav,Bark,0
6946,bda5299c.wav,Applause,0
6954,bdeb67d0.wav,Bark,0
6968,be4b329a.wav,Laughter,0
6975,be72f72e.wav,Bark,1
6976,be75288b.wav,Laughter,1
6981,be7e8a65.wav,Laughter,1
6983,be8920cb.wav,Laughter,0
6988,be973667.wav,Fireworks,1
6994,beb6c84a.wav,Fireworks,0
6996,bece203c.wav,Meow,1
7000,bedf02c7.wav,Laughter,0
7001,bee83d50.wav,Laughter,0
7007,bf0d0b86.wav,Applause,0
7008,bf0fb70c.wav,Applause,0
7011,bf331561.wav,Laughter,0
7013,bf3bd60f.wav,Laughter,0
7014,bf3cbeed.wav,Meow,0
7015,bf45dce6.wav,Tearing,0
7021,bf68e89c.wav,Cowbell,1
7023,bf7b5df3.wav,Laughter,0
7033,bfb17663.wav,Meow,1
7041,bfebf408.wav,Bark,0
7044,bff620df.wav,Laughter,1
7048,c0031dcf.wav,Meow,0
7049,c0041b0c.wav,Applause,1
7051,c010b3c1.wav,Drawer_open_or_close,1
7054,c017f3f7.wav,Fireworks,0
7066,c070e8ab.wav,Drawer_open_or_close,1
7068,c075b571.wav,Applause,0
7076,c0963db8.wav,Fireworks,0
7077,c09812a3.wav,Applause,0
7078,c09e6cf5.wav,Cowbell,1
7081,c0a894a5.wav,Drawer_open_or_close,1
7093,c0f5212a.wav,Applause,0
7102,c1134e25.wav,Applause,0
7106,c120a4aa.wav,Fireworks,0
7108,c12af920.wav,Laughter,0
7109,c12e9d1b.wav,Tearing,1
7115,c14ea138.wav,Fireworks,0
7123,c17f6da7.wav,Drawer_open_or_close,0
7125,c189f858.wav,Fireworks,1
7130,c1a111fc.wav,Meow,1
7145,c206744b.wav,Applause,1
7147,c2186e8e.wav,Meow,1
7148,c22d6f90.wav,Bark,1
7155,c2683452.wav,Meow,1
7162,c297a4c1.wav,Applause,0
7165,c2aeb8a0.wav,Keys_jangling,1
7176,c2fc59e3.wav,Cowbell,1
7180,c303ae70.wav,Tearing,0
7183,c31a0cbd.wav,Keys_jangling,1
7185,c33a994b.wav,Laughter,0
7186,c33b953b.wav,Applause,0
7191,c35b444d.wav,Laughter,0
7192,c35b66a2.wav,Fireworks,0
7198,c382db92.wav,Laughter,0
7203,c3980cfc.wav,Applause,0
7204,c39c05e7.wav,Applause,0
7205,c3c37892.wav,Drawer_open_or_close,0
7206,c3c4fc41.wav,Bark,0
7235,c490b6e1.wav,Drawer_open_or_close,1
7242,c4bb507c.wav,Laughter,0
7245,c4d4e663.wav,Applause,0
7255,c51aa5ef.wav,Cowbell,0
7259,c52cbdc5.wav,Drawer_open_or_close,0
7261,c53125c8.wav,Bark,0
7267,c5633969.wav,Laughter,0
7268,c5679e30.wav,Fireworks,0
7275,c5aba2fc.wav,Keys_jangling,1
7278,c5bcc937.wav,Applause,0
7283,c5ed3023.wav,Tearing,0
7285,c5f6a173.wav,Bark,0
7288,c6082047.wav,Laughter,0
7290,c613d96c.wav,Fireworks,1
7294,c6309fe4.wav,Bark,0
7295,c6311bf9.wav,Bark,1
7296,c631d4fa.wav,Laughter,0
7314,c6c921c2.wav,Applause,0
7316,c6eaf2d1.wav,Tearing,0
7318,c6edc383.wav,Fireworks,0
7320,c6f0f0a0.wav,Bark,1
7324,c7030073.wav,Laughter,1
7329,c71e570a.wav,Drawer_open_or_close,0
7332,c733c3c7.wav,Applause,0
7335,c742d233.wav,Meow,1
7341,c7823f25.wav,Laughter,1
7345,c7969289.wav,Laughter,0
7346,c79d3eab.wav,Fireworks,1
7347,c79ea85e.wav,Drawer_open_or_close,0
7350,c7b66858.wav,Fireworks,0
7355,c7d4ac63.wav,Fireworks,0
7359,c7e13e3e.wav,Cowbell,1
7365,c819e380.wav,Drawer_open_or_close,0
7369,c828ee9f.wav,Tearing,0
7370,c82e9cfd.wav,Meow,0
7372,c8382d8f.wav,Tearing,0
7378,c85c0e61.wav,Tearing,0
7380,c8727e85.wav,Tearing,0
7386,c891d213.wav,Tearing,1
7387,c891e9de.wav,Meow,0
7388,c8926980.wav,Applause,0
7389,c893ba91.wav,Cowbell,1
7393,c8b7e3e0.wav,Tearing,0
7395,c8c0280a.wav,Laughter,0
7398,c8ca25cc.wav,Laughter,0
7405,c8f4b741.wav,Meow,0
7406,c8f92de1.wav,Fireworks,0
7410,c9045f8b.wav,Drawer_open_or_close,0
7413,c9238d7d.wav,Drawer_open_or_close,1
7418,c938e974.wav,Cowbell,1
7420,c9401d12.wav,Drawer_open_or_close,0
7431,c9b862a5.wav,Bark,0
7435,c9c6a8ab.wav,Keys_jangling,0
7451,ca584ccc.wav,Meow,0
7452,ca5ea716.wav,Tearing,0
7454,ca75e9c3.wav,Keys_jangling,0
7461,ca8ab8c2.wav,Applause,1
7466,caa629ea.wav,Laughter,0
7467,caafc360.wav,Fireworks,0
7468,cab2b1cb.wav,Laughter,0
7476,cb011638.wav,Laughter,0
7490,cba5a930.wav,Tearing,1
7495,cbc52dce.wav,Cowbell,0
7497,cbcc8197.wav,Cowbell,0
7498,cbdc3764.wav,Tearing,1
7508,cc0b84e8.wav,Fireworks,1
7513,cc2464dc.wav,Tearing,0
7517,cc412c52.wav,Applause,0
7519,cc4b2f59.wav,Fireworks,1
7525,cc6a0e3f.wav,Meow,0
7537,cca27a50.wav,Meow,1
7539,ccb19f8e.wav,Fireworks,0
7542,ccd7386d.wav,Cowbell,1
7544,cce06a6e.wav,Applause,0
7556,cd3c8232.wav,Tearing,1
7565,cd5379cd.wav,Meow,0
7573,cdac81e4.wav,Applause,0
7576,cdb982ca.wav,Laughter,0
7580,cdcad29e.wav,Drawer_open_or_close,0
7581,cdccd612.wav,Tearing,0
7584,cdeb29af.wav,Tearing,0
7585,cdee690e.wav,Applause,1
7588,cdf7e2d6.wav,Drawer_open_or_close,0
7593,ce21d830.wav,Meow,0
7595,ce3453bc.wav,Bark,0
7599,ce4ba0f9.wav,Keys_jangling,0
7607,ce7cd11a.wav,Bark,0
7612,ce982cbf.wav,Applause,0
7614,cea12d19.wav,Applause,0
7618,ceba3f99.wav,Applause,1
7619,cec00eea.wav,Tearing,0
7620,cec21578.wav,Cowbell,1
7626,cf048634.wav,Applause,0
7630,cf242525.wav,Laughter,1
7634,cf5073f3.wav,Fireworks,1
7637,cf6fd7a7.wav,Cowbell,0
7645,cfb2c5ee.wav,Tearing,0
7667,d008a757.wav,Fireworks,0
7678,d030ccde.wav,Laughter,0
7680,d035d92e.wav,Meow,1
7687,d085e7da.wav,Laughter,0
7691,d0a7e96a.wav,Laughter,0
7696,d0d932ad.wav,Keys_jangling,1
7697,d0db322f.wav,Applause,0
7700,d0ebff16.wav,Bark,0
7706,d1055ae3.wav,Laughter,1
7707,d10d9393.wav,Laughter,1
7715,d129068b.wav,Tearing,0
7717,d13f77e0.wav,Bark,0
7722,d148641c.wav,Tearing,0
7724,d149bd91.wav,Cowbell,1
7726,d1549d55.wav,Tearing,0
7728,d16d5863.wav,Bark,1
7730,d1794b39.wav,Tearing,0
7733,d19a0f85.wav,Tearing,0
7741,d1d295bd.wav,Laughter,1
7742,d1d3f21e.wav,Keys_jangling,0
7744,d1e18645.wav,Laughter,1
7747,d1fe974e.wav,Bark,0
7749,d20f0057.wav,Fireworks,0
7751,d21c1103.wav,Cowbell,0
7752,d222b08b.wav,Applause,0
7758,d2490458.wav,Tearing,0
7759,d24ffccc.wav,Meow,1
7762,d25cf8ee.wav,Drawer_open_or_close,0
7772,d289bfbb.wav,Fireworks,0
7774,d2a9c813.wav,Cowbell,0
7775,d2abc133.wav,Applause,1
7778,d2b9dbe3.wav,Laughter,1
7784,d2d75dcb.wav,Keys_jangling,0
7787,d2ee3f11.wav,Cowbell,0
7790,d32dbb8c.wav,Applause,0
7792,d342518b.wav,Tearing,0
7793,d352c571.wav,Keys_jangling,0
7798,d38da3e7.wav,Applause,0
7799,d38ec55e.wav,Fireworks,0
7802,d3a22b67.wav,Bark,0
7805,d3add79a.wav,Keys_jangling,1
7807,d3b26714.wav,Cowbell,1
7808,d3b3a1b4.wav,Bark,0
7815,d3ede893.wav,Applause,1
7821,d451b648.wav,Tearing,1
7822,d45c69e9.wav,Drawer_open_or_close,1
7827,d49d8904.wav,Drawer_open_or_close,0
7828,d49eb5e4.wav,Bark,1
7829,d4a43916.wav,Tearing,0
7831,d4b2f920.wav,Laughter,0
7837,d4c998b1.wav,Fireworks,0
7845,d4f2665e.wav,Tearing,0
7846,d50c5029.wav,Fireworks,0
7850,d52043e1.wav,Drawer_open_or_close,1
7853,d53bad3b.wav,Cowbell,0
7855,d53f97ee.wav,Drawer_open_or_close,0
7859,d567faa9.wav,Cowbell,0
7860,d56b2b51.wav,Cowbell,0
7862,d57add0d.wav,Drawer_open_or_close,0
7863,d57b2cb8.wav,Bark,0
7865,d58723aa.wav,Keys_jangling,0
7866,d59f621a.wav,Applause,1
7869,d5c91a5f.wav,Fireworks,0
7871,d5de2e59.wav,Bark,0
7873,d5e089e1.wav,Drawer_open_or_close,1
7877,d60ea378.wav,Laughter,1
7889,d63d8c42.wav,Cowbell,1
7902,d6728aa4.wav,Laughter,0
7909,d68fec49.wav,Meow,0
7921,d6d11418.wav,Tearing,1
7927,d6ff6f09.wav,Bark,0
7932,d72830c2.wav,Bark,0
7934,d72d685c.wav,Meow,0
7936,d73be9a6.wav,Cowbell,0
7939,d760f427.wav,Cowbell,0
7941,d77358d0.wav,Cowbell,1
7942,d773a9e6.wav,Laughter,0
7943,d774a3f3.wav,Keys_jangling,1
7946,d78762a7.wav,Laughter,0
7950,d7aae6fd.wav,Fireworks,0
7952,d7b31417.wav,Meow,1
7956,d7d8b12a.wav,Tearing,1
7963,d7f81ca5.wav,Laughter,0
7964,d7f9a060.wav,Fireworks,0
7967,d80e1c9e.wav,Laughter,1
7975,d8470cab.wav,Laughter,0
7984,d87530b2.wav,Applause,1
7986,d877ea17.wav,Meow,0
7988,d88efdeb.wav,Tearing,0
7990,d88fff0c.wav,Bark,0
7991,d89150d5.wav,Laughter,0
7993,d8abf134.wav,Fireworks,1
7999,d8dee93f.wav,Laughter,1
8003,d906e3c1.wav,Applause,0
8006,d9167087.wav,Tearing,0
8009,d920e1dc.wav,Laughter,0
8010,d9261ff8.wav,Applause,0
8011,d92e7d4c.wav,Applause,0
8012,d931fa78.wav,Laughter,1
8013,d93c3a10.wav,Laughter,1
8019,d9668d38.wav,Fireworks,0
8032,d9b02272.wav,Applause,0
8033,d9b38f26.wav,Meow,0
8034,d9c103a6.wav,Tearing,1
8035,d9c7f960.wav,Drawer_open_or_close,0
8040,d9dbc871.wav,Applause,0
8041,d9de309a.wav,Fireworks,0
8042,d9e018d1.wav,Tearing,0
8043,d9e369bf.wav,Laughter,0
8047,d9f07bed.wav,Meow,1
8052,da0650ea.wav,Applause,1
8055,da1af4d1.wav,Fireworks,0
8060,da370084.wav,Fireworks,1
8062,da3bca6e.wav,Cowbell,0
8067,da4b0502.wav,Cowbell,0
8075,da8665b5.wav,Laughter,0
8083,dab5004c.wav,Applause,0
8086,dad51ef3.wav,Cowbell,1
8101,db47cea5.wav,Meow,0
8102,db634e41.wav,Fireworks,0
8103,db672630.wav,Cowbell,1
8108,db70f608.wav,Laughter,0
8109,db7faa42.wav,Bark,1
8110,db810d76.wav,Applause,0
8120,dbc410d0.wav,Cowbell,0
8121,dbc6d76e.wav,Laughter,0
8123,dbd908b8.wav,Drawer_open_or_close,1
8124,dbe1946a.wav,Laughter,1
8125,dbe33088.wav,Bark,0
8131,dc24a8f4.wav,Bark,1
8137,dc57b564.wav,Tearing,1
8142,dc6073c8.wav,Applause,0
8151,dca1b037.wav,Drawer_open_or_close,0
8161,dcdb44b0.wav,Cowbell,1
8168,dd43720d.wav,Applause,0
8176,dd797237.wav,Bark,0
8179,dd845319.wav,Laughter,0
8180,dd9d2fc1.wav,Applause,0
8183,ddae73e4.wav,Fireworks,1
8187,ddcbf5ea.wav,Meow,0
8195,dde94d31.wav,Fireworks,0
8203,de270492.wav,Fireworks,0
8208,de361d49.wav,Tearing,0
8212,de4cbf74.wav,Fireworks,0
8214,de5bad53.wav,Bark,1
8219,de7c3c9d.wav,Tearing,0
8220,de7d1f2a.wav,Applause,0
8221,de8252e6.wav,Drawer_open_or_close,0
8223,de8b4c06.wav,Fireworks,0
8238,dee5f3ac.wav,Fireworks,0
8239,deeacc1c.wav,Laughter,0
8246,df0de169.wav,Cowbell,1
8255,df6223de.wav,Applause,1
8259,df73bad7.wav,Laughter,0
8260,df7593da.wav,Cowbell,0
8262,df79d259.wav,Bark,1
8263,df881a37.wav,Bark,0
8265,df8afeea.wav,Cowbell,0
8270,dfb39975.wav,Laughter,0
8271,dfb42c74.wav,Drawer_open_or_close,1
8276,dfce618e.wav,Tearing,0
8280,dfe7423a.wav,Bark,0
8286,e01a1ca0.wav,Fireworks,1
8301,e08db496.wav,Applause,1
8311,e0c71892.wav,Meow,0
8314,e0d21768.wav,Tearing,0
8315,e0d32883.wav,Laughter,0
8318,e0fef04d.wav,Applause,1
8325,e14e0745.wav,Fireworks,0
8327,e152333d.wav,Meow,1
8328,e157f82f.wav,Applause,0
8336,e1a2b50a.wav,Bark,0
8341,e1b3664c.wav,Meow,0
8344,e1c7636a.wav,Bark,0
8345,e1ca0934.wav,Meow,1
8347,e1d70a45.wav,Fireworks,0
8348,e1d91dfc.wav,Tearing,1
8350,e1eed479.wav,Cowbell,1
8351,e1fd95d5.wav,Cowbell,0
8353,e200505f.wav,Tearing,0
8354,e2085fb6.wav,Bark,0
8360,e23b5f47.wav,Bark,0
8377,e2bfc42d.wav,Laughter,1
8381,e2d02712.wav,Laughter,1
8395,e3278076.wav,Applause,0
8398,e33328ed.wav,Laughter,0
8399,e334ed2d.wav,Applause,0
8401,e3423e0b.wav,Applause,0
8402,e3488c48.wav,Fireworks,0
8404,e3499812.wav,Meow,0
8406,e3502f48.wav,Fireworks,0
8412,e3984052.wav,Applause,0
8413,e39f888d.wav,Tearing,1
8421,e3d2709c.wav,Fireworks,1
8423,e3dc8406.wav,Laughter,0
8426,e3f49d2d.wav,Applause,0
8435,e45759ea.wav,Tearing,0
8439,e47a46fc.wav,Bark,0
8441,e4890814.wav,Bark,1
8445,e49a13cd.wav,Applause,0
8447,e49e942e.wav,Tearing,0
8460,e4f2abc5.wav,Meow,1
8465,e50d2535.wav,Tearing,1
8466,e50e4cf2.wav,Drawer_open_or_close,0
8469,e515db08.wav,Tearing,0
8471,e53a4c5d.wav,Laughter,0
8473,e54a048a.wav,Laughter,0
8480,e58fdb36.wav,Meow,0
8486,e5b10b60.wav,Laughter,1
8492,e5e88639.wav,Bark,0
8494,e5ef472e.wav,Cowbell,0
8500,e6209d6d.wav,Applause,0
8511,e6660adc.wav,Bark,0
8513,e66c4b82.wav,Tearing,0
8519,e6886c22.wav,Drawer_open_or_close,0
8520,e6949d46.wav,Keys_jangling,1
8521,e69abce6.wav,Fireworks,0
8527,e6d2a47c.wav,Bark,0
8531,e702cea1.wav,Drawer_open_or_close,0
8536,e70f7c7c.wav,Keys_jangling,0
8539,e7204691.wav,Tearing,0
8543,e7451c4c.wav,Bark,0
8545,e74ed033.wav,Applause,0
8550,e75e0350.wav,Drawer_open_or_close,0
8558,e79e8893.wav,Applause,0
8560,e7ac44d0.wav,Bark,0
8563,e7b0e650.wav,Bark,0
8564,e7bbd7e7.wav,Laughter,1
8575,e8068353.wav,Tearing,0
8576,e818acb7.wav,Bark,0
8579,e81a0e3d.wav,Laughter,0
8590,e8617ad4.wav,Fireworks,0
8600,e8952741.wav,Tearing,1
8607,e8d640b3.wav,Cowbell,1
8618,e8fea86d.wav,Applause,0
8620,e9055021.wav,Meow,1
8621,e907f461.wav,Tearing,1
8627,e920e82c.wav,Meow,0
8634,e93bd6e5.wav,Applause,0
8635,e943becf.wav,Meow,1
8636,e948c3bf.wav,Fireworks,1
8640,e957a144.wav,Fireworks,0
8644,e97e4eef.wav,Bark,0
8646,e991477f.wav,Tearing,0
8650,e9bf7b16.wav,Tearing,0
8654,e9d8e37d.wav,Tearing,0
8661,ea0f8914.wav,Bark,0
8668,ea43777d.wav,Tearing,0
8686,eaae094b.wav,Laughter,0
8689,ead3dd15.wav,Tearing,0
8691,eae18f5e.wav,Meow,1
8693,eaf93312.wav,Meow,1
8694,eafcc771.wav,Drawer_open_or_close,1
8695,eafd1709.wav,Tearing,0
8696,eb0032b5.wav,Cowbell,0
8698,eb116c95.wav,Fireworks,0
8706,eb498bf2.wav,Meow,0
8717,eba9349d.wav,Meow,0
8721,ebd3c782.wav,Tearing,0
8727,ebf9a82b.wav,Applause,0
8729,ec0611d3.wav,Fireworks,0
8735,ec24aa8a.wav,Meow,1
8737,ec37e4c4.wav,Applause,0
8747,ec6c5ac7.wav,Keys_jangling,0
8752,ec7c9d41.wav,Laughter,0
8754,ec88f050.wav,Drawer_open_or_close,0
8755,ec89c299.wav,Fireworks,0
8763,ecb0fe34.wav,Cowbell,1
8771,eccca225.wav,Fireworks,0
8775,ece7fb61.wav,Drawer_open_or_close,0
8777,ecf8eff4.wav,Drawer_open_or_close,0
8784,ed1dcb6d.wav,Tearing,0
8789,ed3e9e93.wav,Meow,1
8790,ed560261.wav,Keys_jangling,0
8792,ed606640.wav,Applause,0
8796,ed84c059.wav,Bark,0
8800,ed97defe.wav,Tearing,1
8801,ed984a25.wav,Fireworks,1
8802,ed9b8736.wav,Tearing,0
8813,ee1a6d8f.wav,Bark,0
8819,ee319540.wav,Applause,0
8820,ee3324a5.wav,Meow,0
8821,ee362cd9.wav,Fireworks,0
8824,ee601f65.wav,Tearing,0
8826,ee6731df.wav,Laughter,0
8828,ee731e7b.wav,Cowbell,0
8833,ee972208.wav,Applause,1
8837,eeaada61.wav,Applause,0
8838,eeada8ae.wav,Fireworks,0
8839,eeb6f911.wav,Laughter,0
8846,eeedfb62.wav,Bark,0
8852,ef2a0b91.wav,Cowbell,0
8855,ef417725.wav,Keys_jangling,1
8859,ef57bfce.wav,Laughter,0
8860,ef58d42c.wav,Tearing,0
8862,ef5bb712.wav,Applause,0
8865,ef73c29c.wav,Laughter,0
8866,ef7b753e.wav,Meow,1
8876,efaa36dc.wav,Fireworks,1
8877,efb29645.wav,Drawer_open_or_close,1
8882,efe11ef2.wav,Meow,0
8883,efe2372f.wav,Laughter,1
8900,f0591dce.wav,Fireworks,0
8901,f05dfc96.wav,Meow,1
8906,f0891606.wav,Cowbell,0
8909,f09701aa.wav,Cowbell,0
8910,f09f18fe.wav,Bark,1
8914,f0b40e7a.wav,Drawer_open_or_close,0
8915,f0bf7f04.wav,Tearing,0
8917,f0c40412.wav,Applause,1
8927,f1062ecf.wav,Tearing,1
8928,f10a5f1c.wav,Meow,0
8929,f10c7f27.wav,Applause,1
8934,f133df4c.wav,Bark,0
8942,f1839e9f.wav,Tearing,0
8949,f1b9def1.wav,Fireworks,0
8953,f1e1bbc9.wav,Meow,0
8962,f22b1915.wav,Laughter,0
8968,f24f8232.wav,Meow,0
8971,f256d891.wav,Bark,0
8977,f27b0ad6.wav,Keys_jangling,0
8981,f2a5615b.wav,Keys_jangling,1
8982,f2a8b9b2.wav,Applause,0
8988,f2bcd3ad.wav,Fireworks,1
8989,f2bf6305.wav,Applause,0
8997,f2e0da57.wav,Cowbell,0
8998,f2ed2975.wav,Keys_jangling,0
9000,f2f93dcf.wav,Laughter,0
9003,f3149175.wav,Laughter,0
9008,f34be464.wav,Drawer_open_or_close,0
9023,f3affcf1.wav,Applause,0
9029,f3f134db.wav,Cowbell,1
9041,f43556ca.wav,Laughter,0
9043,f449fdac.wav,Tearing,0
9049,f4627f0b.wav,Laughter,1
9050,f466f9b6.wav,Applause,0
9052,f473c228.wav,Laughter,0
9056,f492ff55.wav,Applause,1
9066,f4d458ec.wav,Laughter,0
9073,f5117ee6.wav,Tearing,0
9079,f554c39a.wav,Applause,0
9088,f581894c.wav,Fireworks,1
9092,f5ba4a3f.wav,Laughter,0
9094,f5c8170d.wav,Drawer_open_or_close,0
9096,f5cd8dff.wav,Applause,0
9113,f62af26f.wav,Bark,0
9118,f63fc55a.wav,Fireworks,0
9129,f68f40bf.wav,Fireworks,0
9130,f6951d7e.wav,Tearing,0
9131,f69a21d2.wav,Tearing,1
9132,f69b13de.wav,Bark,0
9135,f6a64c20.wav,Keys_jangling,1
9139,f6d87057.wav,Cowbell,0
9141,f6da0840.wav,Bark,1
9144,f6f1d171.wav,Cowbell,0
9155,f73b59e0.wav,Fireworks,0
9157,f73fdaf8.wav,Laughter,0
9160,f757a9c1.wav,Cowbell,1
9163,f7609214.wav,Meow,0
9164,f7673f35.wav,Cowbell,1
9174,f7a59f34.wav,Fireworks,0
9179,f7ee6c93.wav,Laughter,0
9182,f829e946.wav,Tearing,0
9194,f8870972.wav,Tearing,0
9197,f8b67ac7.wav,Bark,0
9199,f8c1a609.wav,Fireworks,1
9201,f8c827a4.wav,Bark,1
9207,f8dd2e11.wav,Fireworks,0
9210,f8f194a4.wav,Bark,0
9213,f8f50808.wav,Keys_jangling,1
9216,f90e431b.wav,Bark,1
9220,f939856c.wav,Laughter,1
9222,f955d93a.wav,Applause,0
9224,f95c9a39.wav,Bark,0
9235,f98eda2f.wav,Tearing,0
9236,f9907471.wav,Meow,0
9238,f99b36b2.wav,Tearing,0
9239,f9a4b662.wav,Meow,0
9241,f9adb074.wav,Keys_jangling,0
9242,f9afa20b.wav,Cowbell,0
9243,f9c0004a.wav,Laughter,1
9244,f9c22f47.wav,Applause,1
9247,f9d9ea85.wav,Fireworks,0
9248,f9ef92a3.wav,Fireworks,1
9249,f9f02b7d.wav,Applause,0
9250,f9f26b10.wav,Laughter,0
9253,fa2786f2.wav,Bark,1
9256,fa3b1ef3.wav,Fireworks,0
9264,fa67cfe3.wav,Keys_jangling,0
9284,faf11428.wav,Applause,0
9285,faf2af04.wav,Applause,1
9286,faf61d4f.wav,Meow,1
9287,fb077772.wav,Laughter,0
9291,fb14cf7c.wav,Bark,0
9293,fb25e7ba.wav,Applause,0
9297,fb359da1.wav,Bark,0
9300,fb4858c1.wav,Applause,0
9302,fb574a89.wav,Cowbell,1
9305,fb663e2b.wav,Tearing,0
9306,fb74f4e3.wav,Drawer_open_or_close,1
9310,fb7eea4f.wav,Applause,0
9311,fb7f8d1a.wav,Tearing,0
9329,fc135cc9.wav,Laughter,0
9333,fc35ee0b.wav,Meow,1
9335,fc4463ef.wav,Drawer_open_or_close,1
9343,fc800c19.wav,Meow,1
9344,fc819359.wav,Drawer_open_or_close,1
9358,fce9b146.wav,Applause,0
9366,fd1ae06f.wav,Meow,1
9368,fd3870bb.wav,Laughter,1
9375,fd5b4002.wav,Fireworks,0
9376,fd64ad7d.wav,Applause,0
9378,fd6a8735.wav,Fireworks,1
9384,fdaa6854.wav,Cowbell,1
9389,fdcd59ed.wav,Cowbell,1
9396,fdf0c135.wav,Tearing,0
9399,fe288eee.wav,Laughter,0
9418,fecbc85a.wav,Tearing,0
9425,fefc9687.wav,Drawer_open_or_close,0
9426,fefcacd6.wav,Drawer_open_or_close,1
9439,ff402c67.wav,Fireworks,1
9440,ff462e1b.wav,Cowbell,1
9441,ff4ea3fe.wav,Meow,0
9443,ff71bf59.wav,Laughter,0
9446,ff7e6638.wav,Keys_jangling,0
9449,ff8e95db.wav,Fireworks,0
9454,ffa61f00.wav,Tearing,1
9456,ffbba18f.wav,Laughter,0
9457,ffc8d3ae.wav,Laughter,0
9463,ffda1d2b.wav,Keys_jangling,1
9467,ffec1b59.wav,Drawer_open_or_close,0
9468,ffec59fb.wav,Fireworks,0
9470,fff44ac6.wav,Laughter,0
